27_a,fe,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,基本情報技術者試験（FE）
27_a,ap,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,応用情報技術者試験（AP）
27_a,st,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,ITストラテジスト試験（ST）
27_a,sa,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,システムアーキテクト試験（SA）
27_a,nw,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,ネットワークスペシャリスト試験（NW）
27_a,sc,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,情報セキュリティスペシャリスト試験（SC）
27_a,sm,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27aki,平成27年度秋期,ITサービスマネージャ試験（SM）
27_s,fe,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,基本情報技術者試験（FE）
27_s,ap,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,応用情報技術者試験（AP）
27_s,pm,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,プロジェクトマネージャ試験（PM）
27_s,db,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,データベーススペシャリスト試験（DB）
27_s,es,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,エンベデッドシステムスペシャリスト試験（ES）
27_s,sc,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,情報セキュリティスペシャリスト試験（SC）
27_s,au,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2015h27.html#27haru,平成27年度春期,システム監査技術者試験（AU）
26_a,fe,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,基本情報技術者試験（FE）
26_a,ap,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,応用情報技術者試験（AP）
26_a,st,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,ITストラテジスト試験（ST）
26_a,sa,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,システムアーキテクト試験（SA）
26_a,nw,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,ネットワークスペシャリスト試験（NW）
26_a,sc,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,情報セキュリティスペシャリスト試験（SC）
26_a,sm,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26aki,平成26年度秋期,ITサービスマネージャ試験（SM）
26_s,fe,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,基本情報技術者試験（FE）
26_s,ap,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,応用情報技術者試験（AP）
26_s,pm,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,プロジェクトマネージャ試験（PM）
26_s,db,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,データベーススペシャリスト試験（DB）
26_s,es,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,エンベデッドシステムスペシャリスト試験（ES）
26_s,sc,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,情報セキュリティスペシャリスト試験（SC）
26_s,au,https://www.jitec.ipa.go.jp/1_04hanni_sukiru/mondai_kaitou_2014h26.html#26haru,平成26年度春期,システム監査技術者試験（AU）
27_a,ip,https://www3.jitec.ipa.go.jp/JitesCbt/html/openinfo/questions.html,27年度秋期,ITパスポート試験
27_s,ip,https://www3.jitec.ipa.go.jp/JitesCbt/html/openinfo/questions.html,27年度春期,ITパスポート試験
26_a,ip,https://www3.jitec.ipa.go.jp/JitesCbt/html/openinfo/questions.html,26年度秋期,ITパスポート試験
26_s,ip,https://www3.jitec.ipa.go.jp/JitesCbt/html/openinfo/questions.html,26年度春期,ITパスポート試験
